shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
194,36.7066252999042,-4.47181537177991,12927,11824
194,36.7065758419644,-4.47174295213648,12928,11833
194,36.7065660497386,-4.47172782976159,12929,11835
194,36.7065306846872,-4.47167321470205,12930,11841
194,36.7064941287766,-4.47158201959551,12931,11850
194,36.7064726252917,-4.47150155332501,12932,11858
194,36.7064962791247,-4.47136207845616,12933,11870
194,36.7065139200761,-4.47132207079806,12934,11874
194,36.7065199329507,-4.47130843427584,12935,11876
194,36.7065457371157,-4.47121455696027,12936,11885
194,36.7065564888488,-4.47110995080865,12937,11894
194,36.7065349853813,-4.47096779373079,12938,11907
194,36.7065230669358,-4.47085381858062,12939,11917
194,36.7065073729045,-4.47070373752662,12940,11931
194,36.7065027301689,-4.47065933969394,12941,11935
194,36.7064511218513,-4.47016313102595,12942,11979
194,36.7064124155525,-4.46972324874728,12943,12019
194,36.7063930623959,-4.46928604867764,12944,12058
194,36.7063608071237,-4.46876301791949,12945,12105
194,36.7063371532489,-4.46827753808756,12946,12148
194,36.7063285518618,-4.46798785951382,12947,12174
194,36.7063178000969,-4.46762039687859,12948,12207
194,36.7063005972701,-4.46726634528846,12949,12239
194,36.7063134993906,-4.46688815381718,12950,12273
194,36.7063307022146,-4.46661993291555,12951,12297
194,36.7063586567954,-4.4663087966697,12952,12325
194,36.7063759671479,-4.46618415388111,12953,12336
194,36.7064059645244,-4.46596815612464,12954,12356
194,36.7064554433663,-4.46561020182698,12955,12388
194,36.7064704755216,-4.46550145175582,12956,12398
194,36.7064640244748,-4.46538611676814,12957,12408
194,36.7064253181824,-4.46515544679273,12958,12429
194,36.7064274685326,-4.46507498052226,12959,12436
194,36.7064511223794,-4.46499719646078,12960,12444
194,36.706485527962,-4.46494355228046,12961,12450
194,36.7066080977249,-4.46479066636656,12962,12469
194,36.7066532549566,-4.46470751788706,12963,12478
194,36.706685510106,-4.46458950069033,12964,12489
194,36.7067220659256,-4.46442320373133,12965,12505
194,36.7067693734309,-4.46416302945675,12966,12529
194,36.7068682903817,-4.46361049439944,12967,12579
194,36.7069801078619,-4.46298285748966,12968,12637
194,36.7070682715296,-4.46243300464135,12969,12687
194,36.70718008899,-4.46180536773158,12970,12744
194,36.7072510498143,-4.46137889649801,12971,12783
194,36.7072875170424,-4.46116036379626,12972,12803
194,36.7074198735095,-4.46036718553558,12973,12875
194,36.7074394306442,-4.4602499854351,12974,12886
194,36.7074488796447,-4.46019336011287,12975,12891
194,36.7074832853369,-4.46000560548175,12976,12908
194,36.7075198407769,-4.45983930852275,12977,12924
194,36.7075649974729,-4.45967301156374,12978,12939
194,36.7076295069927,-4.45947721030558,12979,12958
194,36.7077026177162,-4.45927336242034,12980,12978
194,36.7077778786824,-4.45909901883429,12981,12996
194,36.7081627862682,-4.45832922484668,12982,13077
194,36.7083391107889,-4.45801540639178,12983,13111
194,36.7088680841,-4.45694788720337,12984,13223
194,36.7090121542081,-4.45665016200257,12985,13254
194,36.7091046160948,-4.45646777178948,12986,13273
194,36.7091863265068,-4.45625855948622,12987,13294
194,36.7092551352075,-4.45607616927313,12988,13312
194,36.7092938400745,-4.45590719010511,12989,13328
194,36.7093411459965,-4.45574357535513,12990,13343
194,36.7093583481429,-4.45563092257646,12991,13354
194,36.7093561989954,-4.45557191397809,12992,13359
194,36.7093475979225,-4.45549412991663,12993,13366
194,36.7093440274985,-4.45545478881958,12994,13369
194,36.7093346963114,-4.45535197283879,12995,13379
194,36.7093734011382,-4.45521518017895,12996,13392
194,36.7094164064787,-4.45516958262569,12997,13398
194,36.7095217694611,-4.4550220611298,12998,13415
194,36.7095475726183,-4.45490940835113,12999,13426
194,36.7096097455047,-4.45462966116704,13000,13452
194,36.7096115494552,-4.45462154423355,13001,13453
194,36.7096679872378,-4.45436760212989,13002,13476
194,36.7100442820147,-4.45261075522432,13003,13639
194,36.7101149386601,-4.45229026065313,13004,13668
194,36.7102335054277,-4.45175244833916,13005,13718
194,36.7102525776197,-4.45167680674439,13006,13725
194,36.7103173648805,-4.45141985442118,13007,13749
194,36.710349681227,-4.45124687442031,13008,13765
194,36.7104329122931,-4.45080135591009,13009,13806
194,36.7104344740842,-4.45079299587376,13010,13807
194,36.7104872337482,-4.45051058556471,13011,13833
194,36.7107345112376,-4.44911851908538,13012,13960
194,36.7108292991713,-4.44846820398129,13013,14019
194,36.7108635249013,-4.44823339011008,13014,14040
194,36.7110663221272,-4.44706067883852,13015,14147
194,36.7111882093372,-4.44635584379883,13016,14212
194,36.7112032612515,-4.44625391985623,13017,14221
194,36.7112183127649,-4.44618686463082,13018,14227
194,36.7112140123328,-4.44612517382344,13019,14233
194,36.7111946603855,-4.44606348301608,13020,14239
194,36.7111624071287,-4.44602324988082,13021,14244
194,36.7111194027656,-4.44594546581936,13022,14252
194,36.7111275991754,-4.44581255058829,13023,14264
194,36.7111323040769,-4.44573625351612,13024,14271
194,36.7111559564759,-4.44569602038088,13025,14275
194,36.7111744597141,-4.44568124843164,13026,14278
194,36.7112097119005,-4.44565310503662,13027,14282
194,36.7112634672876,-4.44561018969236,13028,14290
194,36.7113064715702,-4.445548498885,13029,14297
194,36.7113408749789,-4.44547876145057,13030,14304
194,36.7113645273135,-4.44535806204485,13031,14315
194,36.7114741880422,-4.44480284477854,13032,14366
194,36.7115763694442,-4.44425867644761,13033,14416
194,36.7116978098267,-4.44361194397541,13034,14476
194,36.7120052885181,-4.44193288113136,13035,14629
194,36.712069794593,-4.44148495222568,13036,14670
194,36.7120719447851,-4.44141789700027,13037,14676
194,36.7120676444008,-4.4413347485208,13038,14683
194,36.7120332413174,-4.44128915096751,13039,14689
194,36.7119988382189,-4.44126232887736,13040,14694
194,36.7119515339329,-4.44124087120521,13041,14699
194,36.7119161737074,-4.44122249235167,13042,14703
194,36.7118999292241,-4.44121404911505,13043,14705
194,36.7118440240839,-4.44115772272573,13044,14713
194,36.7118074707009,-4.44107725645523,13045,14722
194,36.7117838185028,-4.44098606134871,13046,14730
194,36.7117902836737,-4.44093928549336,13047,14734
194,36.7118053205014,-4.44083049322576,13048,14744
194,36.7118039927516,-4.44082386815802,13049,14745
194,36.7117988699024,-4.44079830671757,13050,14747
194,36.7117580160964,-4.44075539137331,13051,14753
194,36.7116892096369,-4.44070442940202,13052,14762
194,36.7109045344584,-4.44012880884147,13053,14863
194,36.7107841217769,-4.44002688489885,13054,14879
194,36.7107454176605,-4.43997860513658,13055,14885
194,36.7107501479773,-4.4399184109458,13056,14891
194,36.7107511009957,-4.4399062835558,13057,14892
194,36.7107876548812,-4.43981508844925,13058,14901
194,36.7109181856961,-4.43956218971327,13059,14928
194,36.7109230072395,-4.43955284811109,13060,14929
194,36.7109897760516,-4.43942348593292,13061,14943
194,36.7110177289376,-4.43936179512555,13062,14949
194,36.7110427035485,-4.43931194937889,13063,14954
194,36.7110499822551,-4.43929742210918,13064,14956
194,36.7110757848991,-4.43918476933048,13065,14966
194,36.7110972870959,-4.43908284538788,13066,14976
194,36.7111080381921,-4.43883339994939,13067,14998
194,36.7111230897242,-4.43850617044944,13068,15027
194,36.7111983478806,-4.43806628817081,13069,15067
194,36.7113488628921,-4.43766932123643,13070,15106
194,36.7114434721768,-4.43741719358893,13071,15131
194,36.7116993479564,-4.43682442539639,13072,15191
194,36.7120241320361,-4.43619718600188,13073,15258
194,36.712030634171,-4.43618462863341,13074,15259
194,36.7126957981857,-4.4349000301064,13075,15396
194,36.7128128033228,-4.43472915961633,13076,15416
194,36.7128262763665,-4.43470948396661,13077,15418
194,36.7129552865181,-4.43460756002401,13078,15435
194,36.713226207131,-4.43445199190109,13079,15468
194,36.7133423156728,-4.43437689004864,13080,15483
194,36.7133949995874,-4.43428008438276,13081,15493
194,36.7134229515984,-4.43415133835001,13082,15505
194,36.7134208014442,-4.43400381685411,13083,15518
194,36.7134242197887,-4.43393376194302,13084,15525
194,36.7134358525232,-4.43369536281728,13085,15546
194,36.7134377521856,-4.43368285608084,13086,15547
194,36.7134392254751,-4.43367315652052,13087,15548
194,36.7134817015353,-4.43339350840858,13088,15573
194,36.7135560666446,-4.43309025005196,13089,15602
194,36.7136377723229,-4.43279788926922,13090,15629
194,36.7137925828435,-4.43223998979388,13091,15682
194,36.7138048233064,-4.43219563593201,13092,15686
194,36.7138377359764,-4.4320763750439,13093,15697
194,36.7139047544379,-4.43191186697085,13094,15714
194,36.7139710447077,-4.43174914554396,13095,15730
194,36.7140204978877,-4.43157211974889,13096,15747
194,36.7140893022593,-4.43142459825302,13097,15762
194,36.7142075596291,-4.43114564851536,13098,15790
194,36.7143129176055,-4.43097666934735,13099,15809
194,36.7144806275151,-4.43075672820805,13100,15836
194,36.7146827389709,-4.43053142265069,13101,15867
194,36.715097623566,-4.43008968286492,13102,15927
194,36.7153206090121,-4.42982194438832,13103,15962
194,36.7153321270455,-4.42980811463245,13104,15963
194,36.7153684137271,-4.4297645452287,13105,15969
194,36.7155339712371,-4.429646528032,13106,15990
194,36.7156350270239,-4.42956606176152,13107,16004
194,36.7157532820144,-4.42948559549103,13108,16018
194,36.7158306851821,-4.42940781142957,13109,16030
194,36.7158553261611,-4.42940089122264,13110,16032
194,36.7158961988788,-4.42938941246217,13111,16037
194,36.7159927138897,-4.42940546599915,13112,16048
194,36.7160252038754,-4.42941087013429,13113,16051
194,36.7161413081871,-4.42946183210561,13114,16065
194,36.7162144108116,-4.42945646768759,13115,16073
194,36.7163154643257,-4.42941891676134,13116,16085
194,36.7164831714002,-4.42933576828185,13117,16105
194,36.7165869085365,-4.42929571218008,13118,16117
194,36.7166590584374,-4.42926845955769,13119,16125
194,36.7166699946873,-4.42921462837887,13120,16130
194,36.7166912603031,-4.42915276993344,13121,16136
194,36.7167191258264,-4.42904978531287,13122,16146
194,36.7167137082414,-4.4289202019376,13123,16158
194,36.7167090522779,-4.42879725161135,13124,16169
194,36.7166994522931,-4.42854375483789,13125,16191
194,36.7166972989724,-4.42848689631287,13126,16196
194,36.7166910538851,-4.42832198760334,13127,16211
194,36.7166907837671,-4.42830215791827,13128,16213
194,36.7166896210249,-4.42821681127459,13129,16220
194,36.7166891382868,-4.42818137905055,13130,16224
194,36.7166851988369,-4.42789221785768,13131,16249
194,36.7166845759744,-4.42784650358943,13132,16254
194,36.7166836963105,-4.4277819462474,13133,16259
194,36.7166546704473,-4.42746946885601,13134,16287
194,36.7166664958631,-4.42722494160559,13135,16309
194,36.7166859232673,-4.42703078120316,13136,16327
194,36.7166861868672,-4.42701357661971,13137,16328
194,36.7166878127413,-4.42690745574061,13138,16338
194,36.7166822608834,-4.42673457006544,13139,16353
194,36.7166852092428,-4.42668226675956,13140,16358
194,36.716686232222,-4.42666411921622,13141,16360
194,36.7167007131508,-4.42640722375903,13142,16383
194,36.7167007151205,-4.42632623776904,13143,16390
194,36.7167022217194,-4.42630340610796,13144,16392
194,36.7167031508123,-4.42628932619531,13145,16393
194,36.7167415643276,-4.42570716720572,13146,16445
194,36.7167653024641,-4.42559388893336,13147,16456
194,36.7167692463961,-4.42557506845256,13148,16457
194,36.7167976670146,-4.42545176290644,13149,16469
194,36.7168238042316,-4.4253383635478,13150,16479
194,36.7168891122667,-4.42519151257008,13151,16494
194,36.7169178693107,-4.42508221255263,13152,16505
194,36.716951220375,-4.42497657429732,13153,16515
194,36.716980318394,-4.42488650108885,13154,16524
194,36.7170123371304,-4.42480961366184,13155,16531
194,36.7170334816397,-4.42474926132574,13156,16537
194,36.717044359003,-4.42471821424637,13157,16540
194,36.7170858605648,-4.42459401736057,13158,16552
194,36.7171025771041,-4.42452475533721,13159,16559
194,36.7171055479611,-4.4245136815694,13160,16560
194,36.7171221244064,-4.42445189335191,13161,16565
194,36.717197971728,-4.42420460739943,13162,16589
194,36.7172341377744,-4.42411333777207,13163,16598
194,36.7172438260896,-4.42407838976167,13164,16601
194,36.7172971786227,-4.42388593393038,13165,16620
194,36.7173029549794,-4.4238654887893,13166,16622
194,36.7173234281666,-4.42379302479011,13167,16628
194,36.7173815573788,-4.42355797600697,13168,16650
194,36.7174078351735,-4.42346543161046,13169,16659
194,36.7174171858418,-4.42342434684022,13170,16663
194,36.7174194767116,-4.42341428125297,13171,16664
194,36.7174299747451,-4.42336815520398,13172,16668
194,36.7174432059466,-4.42332874410488,13173,16672
194,36.7174481596359,-4.4233139887918,13174,16673
194,36.7174866533555,-4.42318181976658,13175,16686
194,36.7175265414288,-4.42305570633896,13176,16698
194,36.717528755245,-4.42302886337589,13177,16701
194,36.7175492681368,-4.42297321524822,13178,16706
194,36.7175523339914,-4.42296489807688,13179,16707
194,36.7175641302118,-4.42292421454338,13180,16711
194,36.7175738583901,-4.42289066335557,13181,16714
194,36.7175792365366,-4.42287211482887,13182,16716
194,36.7175967576906,-4.42278940017835,13183,16723
194,36.7176670559495,-4.42254345297438,13184,16747
194,36.7176824852206,-4.42248947145379,13185,16752
194,36.7177272492114,-4.42230238531697,13186,16769
194,36.7177480507818,-4.42220781994026,13187,16778
194,36.7177663366199,-4.42212469093422,13188,16786
194,36.7178622432392,-4.42171806566704,13189,16823
194,36.7179297331875,-4.42143191740312,13190,16850
194,36.7179990771083,-4.42115543091372,13191,16876
194,36.7180734007709,-4.42090154961499,13192,16900
194,36.7181269099075,-4.42070492645561,13193,16919
194,36.7181998309896,-4.4204511697804,13194,16943
194,36.7182723910662,-4.42019650014076,13195,16967
194,36.7183636001768,-4.41984450703143,13196,17000
194,36.7183711799496,-4.41981525504571,13197,17003
194,36.7184223746781,-4.41965533633511,13198,17018
194,36.7184420958273,-4.41962895793762,13199,17022
194,36.7184721960148,-4.41954044504013,13200,17030
194,36.718552423385,-4.41925657953122,13201,17057
194,36.7185553201471,-4.41924632997084,13202,17058
194,36.7186115438588,-4.41904739571091,13203,17077
194,36.7186144914213,-4.41903696642075,13204,17078
194,36.7186466374413,-4.41892322535773,13205,17089
194,36.7186780598767,-4.41881204450439,13206,17099
194,36.7186809130621,-4.41880194916457,13207,17100
194,36.7187215971144,-4.41865799827405,13208,17114
194,36.719201311536,-4.41692245979144,13209,17278
195,36.719201311536,-4.41692245979144,13210,0
195,36.7192042170919,-4.41691194756155,13211,1
195,36.7193450979725,-4.41640226049209,13212,49
195,36.719418197548,-4.41615013284465,13213,73
195,36.7194367310965,-4.41608327551277,13214,79
195,36.7194394844806,-4.41607334302873,13215,80
195,36.7195421049961,-4.41570315305401,13216,115
195,36.7195728475324,-4.41559225333968,13217,125
195,36.7195755280998,-4.4155825835265,13218,126
195,36.7195966462195,-4.41550640268095,13219,133
195,36.7197554737434,-4.41494027440444,13220,187
195,36.7197580946178,-4.41493093240351,13221,188
195,36.7198675443213,-4.4145408074354,13222,225
195,36.7199965437322,-4.41407678527573,13223,269
195,36.7200782425603,-4.41379515332912,13224,295
195,36.7201141844283,-4.413656430929,13225,308
195,36.7201166073946,-4.41364707914265,13226,309
195,36.7201470415059,-4.4135296146366,13227,320
195,36.7201749910601,-4.41338745755878,13228,333
195,36.7201830786463,-4.41332131369252,13229,339
195,36.7201943407456,-4.41322920722687,13230,348
195,36.7201988303233,-4.41312138768918,13231,357
195,36.7202029406041,-4.41302267713268,13232,366
195,36.7202093904974,-4.41285369796472,13233,381
195,36.7202050905686,-4.41273568076803,13234,392
195,36.7202073735144,-4.41269201000943,13235,396
195,36.7202115404617,-4.41261229915332,13236,403
195,36.7202201403183,-4.41248087091157,13237,415
195,36.7202459398826,-4.41237894696898,13238,424
195,36.7203426884904,-4.41226629419034,13239,439
195,36.7204028873639,-4.41221801442805,13240,447
195,36.7204546567717,-4.41218806170096,13241,453
195,36.7204745399824,-4.41218802607854,13242,455
195,36.7205170385283,-4.41220569028892,13243,460
195,36.7205670249826,-4.41225296422297,13244,467
195,36.7205945711256,-4.41228816821633,13245,471
195,36.7206287016333,-4.41233695089284,13246,477
195,36.720667400778,-4.41241607605896,13247,485
195,36.7206872878276,-4.41249855398636,13248,493
195,36.7206932001928,-4.4125609153461,13249,498
195,36.7206808319052,-4.41270129740885,13250,511
195,36.7206474651619,-4.41280361188217,13251,521
195,36.7206256854108,-4.41284123113657,13252,525
195,36.720603043504,-4.41288033951327,13253,529
195,36.7205980290054,-4.41288900083139,13254,530
195,36.7204708594809,-4.41310865430774,13255,554
195,36.7204707087988,-4.41310891457403,13256,555
195,36.7204225684178,-4.41319206515375,13257,564
195,36.7203854008715,-4.41327507324052,13258,572
195,36.7203801820904,-4.4132867285817,13259,573
195,36.7202814531471,-4.41350722467284,13260,596
195,36.7201216262805,-4.41407211003814,13261,649
195,36.7201129799708,-4.414102668858,13262,652
195,36.7200623078521,-4.41428176222751,13263,669
195,36.7200562048429,-4.41430333236204,13264,671
195,36.7200005361803,-4.41450008525159,13265,690
195,36.7199397593671,-4.41471489214378,13266,710
195,36.7199381060465,-4.41472073554497,13267,711
195,36.7197414464607,-4.41541418439036,13268,776
195,36.7197403191592,-4.41541815936006,13269,777
195,36.71950477035,-4.41624873691497,13270,855
195,36.7195046890782,-4.41624902348213,13271,856
195,36.7194988588735,-4.41626958100283,13272,857
195,36.7194487733259,-4.41644618948873,13273,874
195,36.7194408574617,-4.41647410180319,13274,877
195,36.7193907035493,-4.41665095139833,13275,894
195,36.7193847717978,-4.41667186749416,13276,896
195,36.7187815656507,-4.41879886044657,13277,1097
195,36.7187472498217,-4.41891985807612,13278,1108
195,36.7187397951036,-4.41894614334486,13279,1111
195,36.7187002886419,-4.41908544844206,13280,1124
195,36.7186928767533,-4.41911158367952,13281,1127
195,36.7186381873175,-4.41930442619767,13282,1145
195,36.7186289807142,-4.4193368898202,13283,1148
195,36.7186165565388,-4.4193806991728,13284,1152
195,36.7186080613992,-4.41941065416458,13285,1155
195,36.7185181084594,-4.41972784110888,13286,1185
195,36.7184874483853,-4.41983595207532,13287,1195
195,36.7184684961226,-4.41990647904516,13288,1202
195,36.718398913557,-4.42016541471358,13289,1226
195,36.7183005121995,-4.42053159341865,13290,1261
195,36.7182275573635,-4.42080307856269,13291,1286
195,36.7181614010647,-4.42104926446241,13292,1309
195,36.7181358457687,-4.42113925678239,13293,1318
195,36.7180909220766,-4.42127947849204,13294,1331
195,36.7179188046641,-4.42187131265126,13295,1388
195,36.7179079027632,-4.42190563358931,13296,1391
195,36.7178673192801,-4.42203317922726,13297,1403
195,36.717863949168,-4.42204524511264,13298,1404
195,36.7178542503342,-4.42207996945337,13299,1408
195,36.717789504934,-4.42231177364895,13300,1430
195,36.7177823340451,-4.42233744704433,13301,1432
195,36.717779356621,-4.42234810692826,13302,1433
195,36.7177188110974,-4.42256487596077,13303,1453
195,36.7176367278609,-4.422858752938,13304,1481
195,36.7176269537865,-4.42289374617307,13305,1485
195,36.7175500285143,-4.42316915730858,13306,1511
195,36.7175356557165,-4.42322061544687,13307,1515
195,36.7175355137246,-4.42322112381219,13308,1516
195,36.7175257998974,-4.42325590163776,13309,1519
195,36.7175071974719,-4.42332250283533,13310,1525
195,36.7174588403262,-4.42349563330449,13311,1541
195,36.717458697786,-4.42349614363151,13312,1542
195,36.7174488231113,-4.42353149725708,13313,1545
195,36.7173851266496,-4.42375954604934,13314,1566
195,36.7173138174469,-4.4240139775454,13315,1590
195,36.7172954449584,-4.42407953063876,13316,1597
195,36.7172901832116,-4.4240983045669,13317,1598
195,36.7172804323413,-4.4241330957007,13318,1602
195,36.7172732443018,-4.42415874264437,13319,1604
195,36.717266169022,-4.42418398725918,13320,1607
195,36.7172114342083,-4.42437928142096,13321,1625
195,36.7172099167172,-4.42438469581833,13322,1626
195,36.7172021048368,-4.42441256853582,13323,1628
195,36.7171984411423,-4.42442564055486,13324,1629
195,36.7171950755774,-4.42443764890196,13325,1631
195,36.717192029669,-4.42444851674831,13326,1632
195,36.7171453629991,-4.4246150235694,13327,1647
195,36.7170702936372,-4.42487827119271,13328,1672
195,36.7170480727246,-4.42493395058705,13329,1678
195,36.7170040354858,-4.4250590745332,13330,1690
195,36.7169880540934,-4.42511095286597,13331,1695
195,36.7169721026004,-4.42516504971,13332,1700
195,36.7169299046737,-4.42530815647701,13333,1714
195,36.7169027847631,-4.42547225872459,13334,1729
195,36.7168962816175,-4.42558511795491,13335,1739
195,36.7168928651905,-4.42564440779102,13336,1744
195,36.7168945266819,-4.42583850213701,13337,1761
195,36.716892891502,-4.42599051711897,13338,1775
195,36.716879671086,-4.42615410631098,13339,1790
195,36.7168828355839,-4.42628010771331,13340,1801
195,36.7168831936637,-4.42629436578498,13341,1802
195,36.7168833701437,-4.42630139292309,13342,1803
195,36.7168837590182,-4.42631687728005,13343,1804
195,36.7168823720068,-4.42633988764117,13344,1806
195,36.716876602704,-4.42647982496675,13345,1819
195,36.716870523238,-4.42662728112527,13346,1832
195,36.7168696705824,-4.42665758753684,13347,1835
195,36.7168671323915,-4.42674780223506,13348,1843
195,36.7168648733618,-4.42682809269084,13349,1850
195,36.7168622667987,-4.42686888849185,13350,1854
195,36.7168597775169,-4.42690784849107,13351,1857
195,36.7168537169221,-4.42700270262711,13352,1866
195,36.7168347170311,-4.42730006145227,13353,1892
195,36.7168466709584,-4.42773334658443,13354,1931
195,36.716856704608,-4.42798458005361,13355,1953
195,36.7168685414456,-4.42815873982303,13356,1969
195,36.716870148442,-4.42818238445601,13357,1971
195,36.7168727051133,-4.42847263994091,13358,1997
195,36.7168803552465,-4.42866764933876,13359,2015
195,36.7168957796533,-4.42878508044275,13360,2025
195,36.7169015338233,-4.42882888908033,13361,2029
195,36.7169076701886,-4.42887560765247,13362,2033
195,36.7169090676333,-4.42888624697266,13363,2034
195,36.7169124776961,-4.42891220920856,13364,2037
195,36.7169184014566,-4.42895524454813,13365,2041
195,36.7169307531768,-4.42904497855502,13366,2049
195,36.7169413934948,-4.42914912721266,13367,2058
195,36.7169443931231,-4.42917848808605,13368,2061
195,36.7169583753032,-4.429196247555,13369,2063
195,36.7170882446987,-4.42929241231682,13370,2080
195,36.7171401105134,-4.42938340597945,13371,2090
195,36.7171449340013,-4.42940141704903,13372,2091
195,36.7171578529373,-4.42944965686142,13373,2096
195,36.7171653781198,-4.42953481699771,13374,2104
195,36.7171621530286,-4.42967429188712,13375,2116
195,36.7171573154304,-4.42973933545243,13376,2122
195,36.717144831847,-4.42977581002838,13377,2125
195,36.7171164644712,-4.42985869375383,13378,2133
195,36.717089588828,-4.42991502014319,13379,2139
195,36.7170197121128,-4.42998743978679,13380,2149
195,36.7170035707094,-4.42999167015214,13381,2151
195,36.7169420634977,-4.43000779004706,13382,2158
195,36.716872433297,-4.43001292081146,13383,2166
195,36.7167573491265,-4.4299822438797,13384,2179
195,36.7167504645892,-4.42997425821593,13385,2180
195,36.7167318166469,-4.42995262769611,13386,2183
195,36.7167222352018,-4.42992991958634,13387,2185
195,36.7166781593039,-4.42988889664563,13388,2191
195,36.7166496885606,-4.42986777457209,13389,2195
195,36.7166285335458,-4.42985207995449,13390,2197
195,36.7165939581994,-4.4298246509949,13391,2202
195,36.7165796806374,-4.42982028023204,13392,2204
195,36.7165011274778,-4.42979623293464,13393,2213
195,36.7164215749151,-4.42978282188956,13394,2222
195,36.7163223865561,-4.42977330356534,13395,2233
195,36.7162259199517,-4.42976404642646,13396,2243
195,36.7161592675714,-4.42979086851662,13397,2251
195,36.7160883149739,-4.42982841944283,13398,2260
195,36.7160665715226,-4.42984779430124,13399,2263
195,36.7160431632867,-4.42986865257808,13400,2266
195,36.7159700604993,-4.42989815687725,13401,2274
195,36.7159034078968,-4.42988742804119,13402,2282
195,36.7158160041094,-4.42986974642824,13403,2292
195,36.7157443033166,-4.42985524153301,13404,2300
195,36.7156561496032,-4.42984451269692,13405,2310
195,36.7155357443684,-4.42984451269693,13406,2323
195,36.7154153389445,-4.429857923742,13407,2336
195,36.715343276067,-4.42989588028638,13408,2345
195,36.7153212532658,-4.4299074800101,13409,2348
195,36.7152067802946,-4.43003494953706,13410,2365
195,36.7150476724059,-4.43023075079523,13411,2390
195,36.7149358666657,-4.43037290787307,13412,2407
195,36.7149269216709,-4.43038184592391,13413,2409
195,36.7145036955297,-4.43080474352465,13414,2469
195,36.7142951332135,-4.43111319756147,13415,2505
195,36.7142392311052,-4.43122316813114,13416,2516
195,36.7141897780658,-4.43135996079096,13417,2530
195,36.7141467753969,-4.43147261356963,13418,2541
195,36.7141209737842,-4.43160404181141,13419,2553
195,36.7141145233796,-4.43172742342616,13420,2564
195,36.7141252740536,-4.43181593632369,13421,2572
195,36.7141413286863,-4.43189003814411,13422,2579
195,36.7141493126658,-4.43189198982472,13423,2580
195,36.7142172665932,-4.43195860549131,13424,2590
195,36.7142615690251,-4.43202253894889,13425,2597
195,36.7142800698559,-4.43211865891467,13426,2606
195,36.7142792195281,-4.43222014329845,13427,2615
195,36.7142482673617,-4.43231089892661,13428,2624
195,36.7142273760918,-4.43237812153967,13429,2630
195,36.7141469740511,-4.43243017639368,13430,2640
195,36.7140545182328,-4.43245431627481,13431,2651
195,36.7139979054788,-4.43246104219257,13432,2657
195,36.7139190595075,-4.43247040952891,13433,2666
195,36.7138975590646,-4.43249991382808,13434,2669
195,36.713863156801,-4.43256160463542,13435,2676
195,36.7138223040929,-4.43267425741405,13436,2687
195,36.713633091267,-4.43315437282777,13437,2735
195,36.7135793375384,-4.43334480966785,13438,2753
195,36.7135535357351,-4.43354597534399,13439,2771
195,36.713540250743,-4.43369880955702,13440,2785
195,36.7135341843771,-4.43376859869225,13441,2791
195,36.713491182191,-4.43441232885588,13442,2849
195,36.7134825815811,-4.43468323196643,13443,2873
195,36.7134696806643,-4.43486830438847,13444,2889
195,36.7134245274387,-4.43533500875711,13445,2931
195,36.7133836747864,-4.43566760267499,13446,2961
195,36.7132826174172,-4.43629255737552,13447,3018
195,36.7132138123239,-4.43681558813348,13448,3066
195,36.7131364066762,-4.43732252563735,13449,3112
195,36.7130697516161,-4.43758001770281,13450,3136
195,36.71300398006,-4.43776612267937,13451,3154
195,36.7129815948349,-4.43782946314123,13452,3160
195,36.7128353844511,-4.43812718834191,13453,3191
195,36.7126311179611,-4.43850537981305,13454,3232
195,36.7124849066335,-4.4387816473416,13455,3262
195,36.7123654426166,-4.43906136743445,13456,3290
195,36.7122880359582,-4.43928935520074,13457,3312
195,36.7121826767702,-4.43966218225385,13458,3347
195,36.7121439733587,-4.43990358106521,13459,3369
195,36.7121212226627,-4.44008095791712,13460,3385
195,36.7121095708262,-4.44017180196673,13461,3394
195,36.712105270444,-4.44037028543385,13462,3411
195,36.7121160213989,-4.44050171367559,13463,3423
195,36.7121504244449,-4.44061168424521,13464,3434
195,36.7121819499714,-4.44065730222809,13465,3439
195,36.7122041791733,-4.44068946830665,13466,3443
195,36.7122600840509,-4.44075384132302,13467,3451
195,36.7122923368465,-4.4408396720115,13468,3460
195,36.7122959987077,-4.44088763499899,13469,3464
195,36.7123009375896,-4.44095232479014,13470,3470
195,36.7122929097765,-4.44105046358268,13471,3479
195,36.7122901866605,-4.44108375303189,13472,3482
195,36.7122579338641,-4.44121518127363,13473,3494
195,36.7122533492664,-4.44123138503509,13474,3495
195,36.7122396766837,-4.44127970923264,13475,3500
195,36.7122321316172,-4.44130637638015,13476,3503
195,36.7122063293616,-4.44141634694978,13477,3513
195,36.712167625962,-4.44164165250704,13478,3533
195,36.7120764459359,-4.44214536172893,13479,3580
195,36.7120020616041,-4.44255628578122,13480,3617
195,36.7118472474771,-4.44333144418661,13481,3688
195,36.7115204175182,-4.44498100273095,13482,3840
195,36.711514747142,-4.44501054440742,13483,3843
195,36.7114838639818,-4.44517143957103,13484,3858
195,36.7114537610563,-4.4453618764111,13485,3875
195,36.7114408597989,-4.44556304208724,13486,3893
195,36.7114473104278,-4.44570519916504,13487,3906
195,36.7114451602182,-4.44581785194368,13488,3916
195,36.711433295205,-4.44587409436706,13489,3921
